adapter_reuse,appearance_metric_source,appearance_reason,appearance_status,bidirectional_distance_p95_m,building_classification_availability,building_id,class2_ground_point_count,class6_building_point_count,classification_availability,classification_confidence,classification_reason,completed_at,correspondence_definition,correspondence_overlap_threshold,crop_buffer_m,crs,diagnostic_grid_cells,existing_diagnostic_provenance,existing_local_plane_rms_m,existing_m3c2_rms_m,existing_m3c2_valid,footprint_area_m2,ground_point_availability,has_lod22,icp_applied,input_pointcloud_provenance,input_provenance,largest_data_gap_m,largest_unsupported_roof_region,largest_unsupported_roof_region_reason,local_density_cv,lod2_axis,lod2_forced_zero,lod2_score,lod2_score_confidence,lpips,maximum_hole_radius_proxy_m,mixed_n_to_m_count,mixed_n_to_m_rate,nodata_frac,nodata_r,nodata_r_reason,normal_angular_error_median_deg,normal_angular_error_p90_deg,normal_estimation_enabled,normal_metric_reason,output_reference_roof_face_ratio,overseg_1_to_m_count,overseg_1_to_m_rate,point_to_plane_median_m,point_to_plane_p95_m,point_to_plane_reason,primary_metric_missing,processing_reason,processing_status,provisional,provisional_R_final,provisional_R_q40,provisional_R_q50,provisional_R_q60,provisional_R_stable,psnr,r_d,r_f,r_p,r_z,reconstructed_roof_plane_count,reconstruction_class6_count_raw,reconstruction_surface_count_voxel,reconstruction_to_reference_median_m,reconstruction_to_reference_p90_m,reconstruction_to_reference_p95_m,reference_class6_count_raw,reference_provenance,reference_roof_plane_count,reference_surface_count_voxel,reference_to_reconstruction_median_m,reference_to_reconstruction_p90_m,reference_to_reconstruction_p95_m,rf_nodata_frac,rf_pt_density,rf_rmse_lod22_existing,rf_roof_planes_existing,ridge_position_error_m,ridge_position_error_reason,rmsxy_m,rmsz_m,roof_distance_samples,roof_hausdorff_z_m,roof_plane_completeness,roof_plane_correctness,roof_plane_f1,roof_plane_match_count,roof_plane_quality,roof_points_per_m2,roofer_reason,roofer_status,roofer_success,roofprint_alignment_information,run_id,schema,scientific_status,ssim,surface_axis,surface_fscore_0p1m,surface_fscore_0p2m,surface_fscore_0p5m,surface_metric_available,surface_metric_reason,surface_precision_0p1m,surface_precision_0p2m,surface_precision_0p5m,surface_recall_0p1m,surface_recall_0p2m,surface_recall_0p5m,surface_reference_provenance,surface_reference_role,surface_sampling_capped,surface_score,surface_score_confidence,surface_thickness_p90_m,texture_coverage,underseg_n_to_1_count,underseg_n_to_1_rate,val3dity_lod22_valid,voxel_size_m,rank_recall_0p2,rank_reference_to_surface_p95_inverse,rank_precision_0p2,rank_surface_to_reference_p95_inverse,surface_proxy_metric_valid,completeness_score,reliability_score,surface_proxy_score,surface_proxy_R_q40,surface_proxy_R_q50,surface_proxy_R_q60,surface_proxy_R_stable,surface_proxy_R_v1,surface_thickness_used_in_reliability,surface_thickness_exclusion_reason,existing_view_count,qualitative_panel_status,selected_oracle_candidate
"e5_c001_8way roof parser, plane fit, and reference_distance",none,No existing baseline held-out rendering split or final texture-atlas evaluation protocol was found during N0.,not_evaluated,2.811339533,True,DEBY_LOD2_4907509,232,22735,True,low_threshold_sensitivity,q40/q50/q60 labels disagree,2026-07-28T15:04:54.434612+00:00,intersection/reference_area>=q and intersection/reconstruction_area>=q,0.5,1,EPSG:25832,323,docs/pointcloud_attributes_v1_3.csv,0.20902,0.574606,True,322.396600002,True,True,False,phases/p0-audit/data/work/w2/dim_v1_classified_z_minus0p174.laz,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,1.717236152,9.091017545,maximum reference-to-reconstruction nearest distance; point-sampled radius proxy,0.798656417,known,False,0.460176991,high,NaN,9.091017545,0,0,0.10457,NaN,field not present in canonical Roofer status,NaN,NaN,False,normal estimation disabled by config,1.428571429,0,0,NaN,NaN,normal estimation disabled by config,False,ok,success,True,RX,R0,R0,R1,False,NaN,0.544776119,0.514925373,0.407079646,0.513274336,10,22735,21975,0.20904545,1.428845624,2.811339533,6272,phases/p0-audit/data/raw/lod2,7,6067,0.140712473,0.821874149,1.294785493,0.10457,74.456749,1.176821,22,NaN,explicit ridge correspondence evaluator not found,3.614751462,0.688051924,1301,3.037846632,0.571428571,0.4,0.470588235,4,0.470588235,70.518733758,success,success,True,canonical Roofer DIM classified LAZ w2_1 input; W1 GCG2016-corrected dim_v1_classified_z.laz then W2 Z:=Z-0.174 m; v1.2 applies +45.934 m (=45.760+0.174) for v1.14_section_1.6_zeta_45.7_QA_45.760; EPSG:25832,20260728_2327,jointbuildgs.tum2twin_rv1.result.v1,"R_v1 is a relative, provisional stratification for experiment selection. It is not a final scientific readiness or quality certification.",NaN,known,0.147108643,0.550088527,0.809309602,True,ok,0.09774744,0.470489192,0.773970421,0.297181474,0.662106478,0.848030328,"[""results/tum_transfer/mob_analysis/p0c_step2/als_aoi.laz""]",canonical raw_lidar fallback ALS AOI; aligned EPSG:25832 orthometric class-2/class-6 reference,False,0.529850746,high,1.28,NaN,0,0,True,0.1,0.522388059701,0.559701492537,0.470149253731,0.186567164179,True,0.541044776119,0.328358208955,0.434701492537,R2,R2,R3,False,RX,False,"0.2 m XY-cell Z-span proxy conflates roof slope, walls, and multiple surfaces; not a validated physical thickness metric",NaN,not_in_panel,False
"e5_c001_8way roof parser, plane fit, and reference_distance",none,No existing baseline held-out rendering split or final texture-atlas evaluation protocol was found during N0.,not_evaluated,3.170752191,True,DEBY_LOD2_4907510,2635,3190,True,high_relative_stability,same non-RX label at q40/q50/q60,2026-07-28T15:04:54.567814+00:00,intersection/reference_area>=q and intersection/reconstruction_area>=q,0.5,1,EPSG:25832,120,docs/pointcloud_attributes_v1_3.csv,0.137765,1.466763,True,119.3629,True,False,False,phases/p0-audit/data/work/w2/dim_v1_classified_z_minus0p174.laz,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,2.432488438,3.72083324,maximum reference-to-reconstruction nearest distance; point-sampled radius proxy,1.660639922,known_forced_zero,True,0,forced_failure,NaN,3.72083324,0,0,0.160752,NaN,field not present in canonical Roofer status,NaN,NaN,False,normal estimation disabled by config,0,0,0,NaN,NaN,normal estimation disabled by config,True,ok,success,True,RX,RX,RX,RX,False,NaN,0.507462687,0.23880597,NaN,NaN,0,3190,3117,0.603406994,1.828294277,2.466872296,2116,phases/p0-audit/data/raw/lod2,1,2070,1.363836012,2.852352289,3.170752191,0.160752,54.079601,0,7,NaN,explicit ridge correspondence evaluator not found,NaN,NaN,0,NaN,0,NaN,NaN,0,NaN,26.725221991,missing_lod22_geometry,failure,True,existing mob_eval raw_dense clip; DIM ellipsoidal/local+604 history as-is; reference comparisons use v1.14_section_1.6_zeta_45.7_QA_45.760,20260728_2327,jointbuildgs.tum2twin_rv1.result.v1,"R_v1 is a relative, provisional stratification for experiment selection. It is not a final scientific readiness or quality certification.",NaN,known,0.018490594,0.070955093,0.287026167,True,ok,0.016361886,0.091434071,0.406801412,0.021256039,0.057971014,0.22173913,"[""results/tum_transfer/mob_analysis/p0c_step2/als_aoi.laz""]",canonical raw_lidar fallback ALS AOI; aligned EPSG:25832 orthometric class-2/class-6 reference,False,0.373134328,high,2.589,NaN,0,NaN,True,0.1,0.231343283582,0.402985074627,0.141791044776,0.231343283582,True,0.317164179104,0.186567164179,0.251865671642,R3,R3,R3,True,R3,False,"0.2 m XY-cell Z-span proxy conflates roof slope, walls, and multiple surfaces; not a validated physical thickness metric",30,not_in_panel,False
"e5_c001_8way roof parser, plane fit, and reference_distance",none,No existing baseline held-out rendering split or final texture-atlas evaluation protocol was found during N0.,not_evaluated,0.935072361,True,DEBY_LOD2_4907514,845,229373,True,high_relative_stability,same non-RX label at q40/q50/q60,2026-07-28T15:04:54.930187+00:00,intersection/reference_area>=q and intersection/reconstruction_area>=q,0.5,1,EPSG:25832,303,docs/pointcloud_attributes_v1_3.csv,0.161275,0.17605,True,300.688050002,True,True,False,phases/p0-audit/data/work/w2/dim_v1_classified_z_minus0p174.laz,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,0.06708204,8.731700865,maximum reference-to-reconstruction nearest distance; point-sampled radius proxy,1.026150471,known,False,0.690265487,high,NaN,8.731700865,0,0,0,NaN,field not present in canonical Roofer status,NaN,NaN,False,normal estimation disabled by config,1,0,0,NaN,NaN,normal estimation disabled by config,False,ok,success,True,R0,R0,R0,R0,True,NaN,0.858208955,0.753731343,0.752212389,0.628318584,9,229373,101738,0.18408935,0.525642464,0.724499828,6912,phases/p0-audit/data/raw/lod2,9,6714,0.06,0.29003009,0.935072361,0,702.246643,1.774886,26,NaN,explicit ridge correspondence evaluator not found,3.02054247,0.54019182,1201,2.211164592,0.777777778,0.777777778,0.777777778,7,0.777777778,762.827122655,success,success,True,canonical Roofer DIM classified LAZ w2_1 input; W1 GCG2016-corrected dim_v1_classified_z.laz then W2 Z:=Z-0.174 m; v1.2 applies +45.934 m (=45.760+0.174) for v1.14_section_1.6_zeta_45.7_QA_45.760; EPSG:25832,20260728_2327,jointbuildgs.tum2twin_rv1.result.v1,"R_v1 is a relative, provisional stratification for experiment selection. It is not a final scientific readiness or quality certification.",NaN,known,0.250686677,0.676375123,0.908153387,True,ok,0.150396116,0.551583479,0.890041086,0.752457551,0.874143581,0.927018171,"[""results/tum_transfer/mob_analysis/p0c_step2/als_aoi.laz""]",canonical raw_lidar fallback ALS AOI; aligned EPSG:25832 orthometric class-2/class-6 reference,False,0.805970149,high,1.45,NaN,0,0,True,0.1,0.686567164179,0.611940298507,0.641791044776,0.731343283582,True,0.649253731343,0.686567164179,0.667910447761,R0,R0,R0,True,R0,False,"0.2 m XY-cell Z-span proxy conflates roof slope, walls, and multiple surfaces; not a validated physical thickness metric",NaN,not_in_panel,False
"e5_c001_8way roof parser, plane fit, and reference_distance",none,No existing baseline held-out rendering split or final texture-atlas evaluation protocol was found during N0.,not_evaluated,7.438502107,True,DEBY_LOD2_4907515,968,191570,True,high_relative_stability,same non-RX label at q40/q50/q60,2026-07-28T15:04:55.477270+00:00,intersection/reference_area>=q and intersection/reconstruction_area>=q,0.5,1,EPSG:25832,305,docs/pointcloud_attributes_v1_3.csv,0.156367,0.921117,True,306.217299999,True,True,False,phases/p0-audit/data/work/w2/dim_v1_classified_z_minus0p174.laz,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,0.08,8.733985345,maximum reference-to-reconstruction nearest distance; point-sampled radius proxy,0.722786973,known,False,0.778761062,high,NaN,8.733985345,0,0,0,NaN,field not present in canonical Roofer status,NaN,NaN,False,normal estimation disabled by config,1.142857143,0,0,NaN,NaN,normal estimation disabled by config,False,ok,success,True,RX,R0,R1,R1,False,NaN,0.28358209,0.708955224,0.761061947,0.796460177,8,191570,106384,0.202237484,4.516407862,7.438502107,5610,phases/p0-audit/data/raw/lod2,7,5437,0.059899917,0.106399666,0.131123351,0,581.191467,1.938813,13,NaN,explicit ridge correspondence evaluator not found,1.27801113,0.236420102,1227,2.450399531,0.857142857,0.75,0.8,6,0.8,625.601492799,success,success,True,canonical Roofer DIM classified LAZ w2_1 input; W1 GCG2016-corrected dim_v1_classified_z.laz then W2 Z:=Z-0.174 m; v1.2 applies +45.934 m (=45.760+0.174) for v1.14_section_1.6_zeta_45.7_QA_45.760; EPSG:25832,20260728_2327,jointbuildgs.tum2twin_rv1.result.v1,"R_v1 is a relative, provisional stratification for experiment selection. It is not a final scientific readiness or quality certification.",NaN,known,0.212165526,0.656484993,0.858064256,True,ok,0.120751241,0.493147466,0.754981952,0.873275704,0.981607504,0.993746551,"[""results/tum_transfer/mob_analysis/p0c_step2/als_aoi.laz""]",canonical raw_lidar fallback ALS AOI; aligned EPSG:25832 orthometric class-2/class-6 reference,False,0.496268657,high,2.57,NaN,0,0,True,0.1,0.992537313433,1,0.492537313433,0.0373134328358,True,0.996268656716,0.264925373134,0.630597014925,R2,R2,R2,True,R2,False,"0.2 m XY-cell Z-span proxy conflates roof slope, walls, and multiple surfaces; not a validated physical thickness metric",NaN,not_in_panel,False
"e5_c001_8way roof parser, plane fit, and reference_distance",none,No existing baseline held-out rendering split or final texture-atlas evaluation protocol was found during N0.,not_evaluated,0.610020491,True,DEBY_LOD2_4907516,399,123350,True,high_relative_stability,same non-RX label at q40/q50/q60,2026-07-28T15:04:55.889578+00:00,intersection/reference_area>=q and intersection/reconstruction_area>=q,0.5,1,EPSG:25832,180,docs/pointcloud_attributes_v1_3.csv,0.157018,0.13782,True,178.776000002,True,True,False,phases/p0-audit/data/work/w2/dim_v1_classified_z_minus0p174.laz,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,0.064031243,2.954606573,maximum reference-to-reconstruction nearest distance; point-sampled radius proxy,0.653771819,known,False,0.615044248,high,NaN,2.954606573,0,0,0,NaN,field not present in canonical Roofer status,NaN,NaN,False,normal estimation disabled by config,0.714285714,0,0,NaN,NaN,normal estimation disabled by config,False,ok,success,True,R0,R0,R0,R0,True,NaN,0.932835821,0.798507463,0.469026549,0.761061947,5,123350,63952,0.184458667,0.449555336,0.610020491,3626,phases/p0-audit/data/raw/lod2,7,3523,0.062649821,0.112716439,0.152643375,0,638.263306,1.630809,20,NaN,explicit ridge correspondence evaluator not found,1.393215568,0.250415346,719,1.492471133,0.428571429,0.6,0.5,3,0.5,689.969570853,success,success,True,canonical Roofer DIM classified LAZ w2_1 input; W1 GCG2016-corrected dim_v1_classified_z.laz then W2 Z:=Z-0.174 m; v1.2 applies +45.934 m (=45.760+0.174) for v1.14_section_1.6_zeta_45.7_QA_45.760; EPSG:25832,20260728_2327,jointbuildgs.tum2twin_rv1.result.v1,"R_v1 is a relative, provisional stratification for experiment selection. It is not a final scientific readiness or quality certification.",NaN,known,0.222208748,0.708462466,0.952842011,True,ok,0.127548787,0.558981736,0.921018889,0.861765541,0.967073517,0.986942946,"[""results/tum_transfer/mob_analysis/p0c_step2/als_aoi.laz""]",canonical raw_lidar fallback ALS AOI; aligned EPSG:25832 orthometric class-2/class-6 reference,False,0.865671642,high,1.525,NaN,0,0,True,0.1,0.977611940299,0.985074626866,0.671641791045,0.813432835821,True,0.981343283582,0.742537313433,0.861940298507,R0,R0,R0,True,R0,False,"0.2 m XY-cell Z-span proxy conflates roof slope, walls, and multiple surfaces; not a validated physical thickness metric",NaN,not_in_panel,False
"e5_c001_8way roof parser, plane fit, and reference_distance",none,No existing baseline held-out rendering split or final texture-atlas evaluation protocol was found during N0.,not_evaluated,0.646239093,True,DEBY_LOD2_4907517,334,134322,True,high_relative_stability,same non-RX label at q40/q50/q60,2026-07-28T15:04:56.221218+00:00,intersection/reference_area>=q and intersection/reconstruction_area>=q,0.5,1,EPSG:25832,197,docs/pointcloud_attributes_v1_3.csv,0.147775,0.108843,True,196.968649995,True,True,False,phases/p0-audit/data/work/w2/dim_v1_classified_z_minus0p174.laz,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,0.078102497,7.890513291,maximum reference-to-reconstruction nearest distance; point-sampled radius proxy,0.669843463,known,False,0.555309735,high,NaN,7.890513291,0,0,0,NaN,field not present in canonical Roofer status,NaN,NaN,False,normal estimation disabled by config,0.75,0,0,NaN,NaN,normal estimation disabled by config,False,ok,success,True,R0,R0,R0,R0,True,NaN,0.917910448,0.828358209,0.703539823,0.407079646,6,134322,65368,0.179226734,0.444859528,0.646239093,3969,phases/p0-audit/data/raw/lod2,8,3870,0.059732965,0.125727849,0.200636449,0,642.030457,1.543097,13,NaN,explicit ridge correspondence evaluator not found,1.259746682,0.928983608,796,6.647669774,0.625,0.833333333,0.714285714,5,0.714285714,681.946086361,success,success,True,canonical Roofer DIM classified LAZ w2_1 input; W1 GCG2016-corrected dim_v1_classified_z.laz then W2 Z:=Z-0.174 m; v1.2 applies +45.934 m (=45.760+0.174) for v1.14_section_1.6_zeta_45.7_QA_45.760; EPSG:25832,20260728_2327,jointbuildgs.tum2twin_rv1.result.v1,"R_v1 is a relative, provisional stratification for experiment selection. It is not a final scientific readiness or quality certification.",NaN,known,0.249090215,0.71559912,0.948086483,True,ok,0.146294823,0.574118835,0.920832823,0.837726098,0.949612403,0.977002584,"[""results/tum_transfer/mob_analysis/p0c_step2/als_aoi.laz""]",canonical raw_lidar fallback ALS AOI; aligned EPSG:25832 orthometric class-2/class-6 reference,False,0.873134328,high,1.26,NaN,0,0,True,0.1,0.917910447761,0.917910447761,0.694029850746,0.776119402985,True,0.917910447761,0.735074626866,0.826492537313,R0,R0,R0,True,R0,False,"0.2 m XY-cell Z-span proxy conflates roof slope, walls, and multiple surfaces; not a validated physical thickness metric",NaN,not_in_panel,False
"e5_c001_8way roof parser, plane fit, and reference_distance",none,No existing baseline held-out rendering split or final texture-atlas evaluation protocol was found during N0.,not_evaluated,1.094074952,True,DEBY_LOD2_4907518,1128,161921,True,high_relative_stability,same non-RX label at q40/q50/q60,2026-07-28T15:04:56.612033+00:00,intersection/reference_area>=q and intersection/reconstruction_area>=q,0.5,1,EPSG:25832,253,docs/pointcloud_attributes_v1_3.csv,0.188957,0.143382,True,251.198449999,True,True,False,phases/p0-audit/data/work/w2/dim_v1_classified_z_minus0p174.laz,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,0.07615773,4.179042953,maximum reference-to-reconstruction nearest distance; point-sampled radius proxy,0.888525601,known,False,0.672566372,high,NaN,4.179042953,0,0,0,NaN,field not present in canonical Roofer status,NaN,NaN,False,normal estimation disabled by config,0.333333333,0,0,NaN,NaN,normal estimation disabled by config,False,ok,success,True,R0,R0,R0,R0,True,NaN,0.813432836,0.791044776,0.469026549,0.876106195,4,161921,87596,0.184661853,0.612658141,1.094074952,5299,phases/p0-audit/data/raw/lod2,12,5144,0.056124861,0.128908875,0.468159957,0,570.181091,2.602456,7,NaN,explicit ridge correspondence evaluator not found,1.846496884,0.148068346,1000,0.641238324,0.333333333,1,0.5,4,0.5,644.593945546,success,success,True,canonical Roofer DIM classified LAZ w2_1 input; W1 GCG2016-corrected dim_v1_classified_z.laz then W2 Z:=Z-0.174 m; v1.2 applies +45.934 m (=45.760+0.174) for v1.14_section_1.6_zeta_45.7_QA_45.760; EPSG:25832,20260728_2327,jointbuildgs.tum2twin_rv1.result.v1,"R_v1 is a relative, provisional stratification for experiment selection. It is not a final scientific readiness or quality certification.",NaN,known,0.252278143,0.69097277,0.908490949,True,ok,0.147929129,0.550641582,0.868475729,0.856337481,0.927293935,0.952371695,"[""results/tum_transfer/mob_analysis/p0c_step2/als_aoi.laz""]",canonical raw_lidar fallback ALS AOI; aligned EPSG:25832 orthometric class-2/class-6 reference,False,0.802238806,high,10.652,NaN,0,0,True,0.1,0.865671641791,0.761194029851,0.634328358209,0.522388059701,True,0.813432835821,0.578358208955,0.695895522388,R0,R0,R0,True,R0,False,"0.2 m XY-cell Z-span proxy conflates roof slope, walls, and multiple surfaces; not a validated physical thickness metric",NaN,not_in_panel,False
"e5_c001_8way roof parser, plane fit, and reference_distance",none,No existing baseline held-out rendering split or final texture-atlas evaluation protocol was found during N0.,not_evaluated,10.338805537,True,DEBY_LOD2_4907519,242463,115080,True,low_threshold_sensitivity,q40/q50/q60 labels disagree,2026-07-28T15:04:57.216790+00:00,intersection/reference_area>=q and intersection/reconstruction_area>=q,0.5,1,EPSG:25832,3983,docs/pointcloud_attributes_v1_3.csv,0.192983,1.495601,True,3981.406216,True,True,False,phases/p0-audit/data/work/w2/dim_v1_classified_z_minus0p174.laz,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,14.260788899,18.278427175,maximum reference-to-reconstruction nearest distance; point-sampled radius proxy,2.578920109,known_forced_zero,True,0,forced_failure,NaN,18.278427175,0,0,0.119249,NaN,field not present in canonical Roofer status,NaN,NaN,False,normal estimation disabled by config,3,0,0,NaN,NaN,normal estimation disabled by config,False,ok,success,True,RX,R1,R3,R3,False,NaN,0.156716418,0.320895522,0.097345133,0.380530973,33,115080,101376,0.206155282,0.895265322,1.378060231,71104,phases/p0-audit/data/raw/lod2,11,68731,1.546932448,8.134869391,10.338805537,0.119249,100.921539,2.980909,84,NaN,explicit ridge correspondence evaluator not found,3.164234346,1.01986958,2061,8.960363442,0.181818182,0.060606061,0.090909091,2,0.090909091,28.904360358,val3dity_invalid,failure,True,canonical Roofer DIM classified LAZ w2_1 input; W1 GCG2016-corrected dim_v1_classified_z.laz then W2 Z:=Z-0.174 m; v1.2 applies +45.934 m (=45.760+0.174) for v1.14_section_1.6_zeta_45.7_QA_45.760; EPSG:25832,20260728_2327,jointbuildgs.tum2twin_rv1.result.v1,"R_v1 is a relative, provisional stratification for experiment selection. It is not a final scientific readiness or quality certification.",NaN,known,0.108538919,0.236601923,0.37661082,True,ok,0.115796638,0.482510653,0.79902541,0.102137318,0.15672695,0.246366268,"[""results/tum_transfer/mob_analysis/p0c_step2/als_aoi.laz""]",canonical raw_lidar fallback ALS AOI; aligned EPSG:25832 orthometric class-2/class-6 reference,False,0.23880597,high,0.93,NaN,0,0,False,0.1,0.298507462687,0.149253731343,0.485074626866,0.402985074627,True,0.223880597015,0.444029850746,0.333955223881,R1,R3,R3,False,RX,False,"0.2 m XY-cell Z-span proxy conflates roof slope, walls, and multiple surfaces; not a validated physical thickness metric",NaN,not_in_panel,False
"e5_c001_8way roof parser, plane fit, and reference_distance",none,No existing baseline held-out rendering split or final texture-atlas evaluation protocol was found during N0.,not_evaluated,0.573737736,True,DEBY_LOD2_4907520,1364,150894,True,high_relative_stability,same non-RX label at q40/q50/q60,2026-07-28T15:04:57.722910+00:00,intersection/reference_area>=q and intersection/reconstruction_area>=q,0.5,1,EPSG:25832,249,docs/pointcloud_attributes_v1_3.csv,0.1367,0.112665,True,248.692800009,True,True,False,phases/p0-audit/data/work/w2/dim_v1_classified_z_minus0p174.laz,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,0.082462113,13.335434001,maximum reference-to-reconstruction nearest distance; point-sampled radius proxy,0.874992266,known_forced_zero,True,0,forced_failure,NaN,13.335434001,0,0,0,NaN,field not present in canonical Roofer status,NaN,NaN,False,normal estimation disabled by config,1,0,0,NaN,NaN,normal estimation disabled by config,False,ok,success,True,RX,R0,R2,R2,False,NaN,0.947761194,0.910447761,0.907079646,0.82300885,4,150894,71707,0.158508675,0.404907396,0.573737736,5742,phases/p0-audit/data/raw/lod2,4,5582,0.058352902,0.114564392,0.559716175,0,565.81488,1.97386,7,NaN,explicit ridge correspondence evaluator not found,0.619260014,0.194194555,996,0.433087163,1,1,1,4,1,606.748566886,val3dity_invalid,failure,True,canonical Roofer DIM classified LAZ w2_1 input; W1 GCG2016-corrected dim_v1_classified_z.laz then W2 Z:=Z-0.174 m; v1.2 applies +45.934 m (=45.760+0.174) for v1.14_section_1.6_zeta_45.7_QA_45.760; EPSG:25832,20260728_2327,jointbuildgs.tum2twin_rv1.result.v1,"R_v1 is a relative, provisional stratification for experiment selection. It is not a final scientific readiness or quality certification.",NaN,known,0.31574017,0.770854099,0.94104933,True,ok,0.192686906,0.656811748,0.9336327,0.873701182,0.932819778,0.948584737,"[""results/tum_transfer/mob_analysis/p0c_step2/als_aoi.laz""]",canonical raw_lidar fallback ALS AOI; aligned EPSG:25832 orthometric class-2/class-6 reference,False,0.929104478,high,0.62,NaN,0,0,False,0.1,0.888059701493,0.708955223881,0.835820895522,0.835820895522,True,0.798507462687,0.835820895522,0.817164179104,R0,R0,R0,True,R0,False,"0.2 m XY-cell Z-span proxy conflates roof slope, walls, and multiple surfaces; not a validated physical thickness metric",NaN,not_in_panel,False
"e5_c001_8way roof parser, plane fit, and reference_distance",none,No existing baseline held-out rendering split or final texture-atlas evaluation protocol was found during N0.,not_evaluated,3.778732473,True,DEBY_LOD2_4907521,162,38066,True,low_threshold_sensitivity,q40/q50/q60 labels disagree,2026-07-28T15:04:57.992692+00:00,intersection/reference_area>=q and intersection/reconstruction_area>=q,0.5,1,EPSG:25832,303,docs/pointcloud_attributes_v1_3.csv,0.120786,0.20995,True,302.896650002,True,True,False,phases/p0-audit/data/work/w2/dim_v1_classified_z_minus0p174.laz,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,0.230867928,15.301271189,maximum reference-to-reconstruction nearest distance; point-sampled radius proxy,1.223666544,known,False,0.699115044,high,NaN,15.301271189,0,0,0,NaN,field not present in canonical Roofer status,NaN,NaN,False,normal estimation disabled by config,1.75,0,0,NaN,NaN,normal estimation disabled by config,False,ok,success,True,R0,R0,R0,R0,True,NaN,0.455223881,0.865671642,0.725663717,0.672566372,7,38066,31293,0.157480157,0.574073162,1.007308294,6575,phases/p0-audit/data/raw/lod2,4,6390,0.09,1.32909318,3.778732473,0,112.250618,1.888709,13,NaN,explicit ridge correspondence evaluator not found,2.318282737,0.382411929,1210,2.545009048,1,0.571428571,0.727272727,4,0.727272727,125.673228805,success,success,True,canonical Roofer DIM classified LAZ w2_1 input; W1 GCG2016-corrected dim_v1_classified_z.laz then W2 Z:=Z-0.174 m; v1.2 applies +45.934 m (=45.760+0.174) for v1.14_section_1.6_zeta_45.7_QA_45.760; EPSG:25832,20260728_2327,jointbuildgs.tum2twin_rv1.result.v1,"R_v1 is a relative, provisional stratification for experiment selection. It is not a final scientific readiness or quality certification.",NaN,known,0.276330764,0.733728502,0.867497396,True,ok,0.183076087,0.680887099,0.883616144,0.563223787,0.795461659,0.851956182,"[""results/tum_transfer/mob_analysis/p0c_step2/als_aoi.laz""]",canonical raw_lidar fallback ALS AOI; aligned EPSG:25832 orthometric class-2/class-6 reference,False,0.660447761,high,0.17,NaN,0,0,True,0.1,0.60447761194,0.365671641791,0.873134328358,0.567164179104,True,0.485074626866,0.720149253731,0.602611940299,R0,R1,R1,False,RX,False,"0.2 m XY-cell Z-span proxy conflates roof slope, walls, and multiple surfaces; not a validated physical thickness metric",NaN,not_in_panel,False
