source_path,relation,target_path,target_exists,evidence,confidence,line
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/mutual/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/mutual/stage3/building_81/building.city.json,no,results/phase2_ablation_citygml/mutual/stage3/building_81/building.city.json,text,1578
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/mutual/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/mutual/stage3/building_82/building.city.json,no,results/phase2_ablation_citygml/mutual/stage3/building_82/building.city.json,text,1602
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/mutual/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/mutual/stage3/building_83/building.city.json,no,results/phase2_ablation_citygml/mutual/stage3/building_83/building.city.json,text,1623
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/mutual/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/mutual/stage3/building_84/building.city.json,no,results/phase2_ablation_citygml/mutual/stage3/building_84/building.city.json,text,1647
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/mutual/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/mutual/stage3/building_85/building.city.json,no,results/phase2_ablation_citygml/mutual/stage3/building_85/building.city.json,text,1670
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/mutual/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/mutual/stage3/building_87/building.city.json,no,results/phase2_ablation_citygml/mutual/stage3/building_87/building.city.json,text,1701
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/mutual/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/mutual/stage3/building_88/building.city.json,no,results/phase2_ablation_citygml/mutual/stage3/building_88/building.city.json,text,1725
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/mutual/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/mutual/stage3/building_89/building.city.json,no,results/phase2_ablation_citygml/mutual/stage3/building_89/building.city.json,text,1748
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/mutual/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/mutual/stage3/building_90/building.city.json,no,results/phase2_ablation_citygml/mutual/stage3/building_90/building.city.json,text,1772
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/mutual/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/mutual/stage3/building_92/building.city.json,no,results/phase2_ablation_citygml/mutual/stage3/building_92/building.city.json,text,1805
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/mutual/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/mutual/stage3/building_93/building.city.json,no,results/phase2_ablation_citygml/mutual/stage3/building_93/building.city.json,text,1829
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/mutual/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/mutual/stage3/building_94/building.city.json,no,results/phase2_ablation_citygml/mutual/stage3/building_94/building.city.json,text,1850
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/mutual/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/mutual/stage3/building_95/building.city.json,no,results/phase2_ablation_citygml/mutual/stage3/building_95/building.city.json,text,1871
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/mutual/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/mutual/stage3/building_96/building.city.json,no,results/phase2_ablation_citygml/mutual/stage3/building_96/building.city.json,text,1892
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/mutual/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/mutual/stage3/building_97/building.city.json,no,results/phase2_ablation_citygml/mutual/stage3/building_97/building.city.json,text,1915
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/mutual/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/mutual/stage3/building_98/building.city.json,no,results/phase2_ablation_citygml/mutual/stage3/building_98/building.city.json,text,1938
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/mutual/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/mutual/stage3/building_99/building.city.json,no,results/phase2_ablation_citygml/mutual/stage3/building_99/building.city.json,text,1963
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/mutual/stage3/stage3_summary.json,mentions_path,results/phase2_synthesis/scene.obj,no,results/phase2_synthesis/scene.obj,text,3
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/ckpt/final.pt,no,results/phase2_ablation_citygml/structure/ckpt/final.pt,text,2
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_00/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_00/building.city.json,text,33
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_01/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_01/building.city.json,text,56
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_02/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_02/building.city.json,text,77
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_03/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_03/building.city.json,text,100
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_06/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_06/building.city.json,text,141
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_07/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_07/building.city.json,text,164
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_08/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_08/building.city.json,text,185
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_10/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_10/building.city.json,text,216
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_100/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_100/building.city.json,text,1946
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_102/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_102/building.city.json,text,1977
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_103/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_103/building.city.json,text,1998
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_106/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_106/building.city.json,text,2041
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_107/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_107/building.city.json,text,2065
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_108/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_108/building.city.json,text,2086
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_109/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_109/building.city.json,text,2107
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_11/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_11/building.city.json,text,239
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_111/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_111/building.city.json,text,2143
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_112/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_112/building.city.json,text,2164
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_113/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_113/building.city.json,text,2185
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_114/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_114/building.city.json,text,2212
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_115/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_115/building.city.json,text,2235
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_116/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_116/building.city.json,text,2258
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_118/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_118/building.city.json,text,2289
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_12/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_12/building.city.json,text,262
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_120/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_120/building.city.json,text,2320
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_121/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_121/building.city.json,text,2341
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_123/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_123/building.city.json,text,2372
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_124/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_124/building.city.json,text,2393
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_125/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_125/building.city.json,text,2414
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_126/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_126/building.city.json,text,2435
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_127/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_127/building.city.json,text,2458
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_128/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_128/building.city.json,text,2483
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_129/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_129/building.city.json,text,2506
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_130/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_130/building.city.json,text,2530
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_14/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_14/building.city.json,text,295
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_15/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_15/building.city.json,text,316
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_16/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_16/building.city.json,text,340
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_17/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_17/building.city.json,text,363
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_18/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_18/building.city.json,text,386
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_19/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_19/building.city.json,text,407
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_21/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_21/building.city.json,text,438
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_22/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_22/building.city.json,text,462
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_23/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_23/building.city.json,text,485
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_24/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_24/building.city.json,text,506
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_25/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_25/building.city.json,text,527
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_26/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_26/building.city.json,text,548
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_27/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_27/building.city.json,text,571
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_28/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_28/building.city.json,text,594
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_31/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_31/building.city.json,text,635
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_32/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_32/building.city.json,text,656
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_34/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_34/building.city.json,text,689
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_35/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_35/building.city.json,text,710
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_36/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_36/building.city.json,text,731
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_37/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_37/building.city.json,text,754
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_38/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_38/building.city.json,text,775
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_40/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_40/building.city.json,text,808
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_41/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_41/building.city.json,text,831
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_42/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_42/building.city.json,text,856
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_43/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_43/building.city.json,text,877
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_44/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_44/building.city.json,text,901
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_45/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_45/building.city.json,text,922
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_47/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_47/building.city.json,text,953
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_48/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_48/building.city.json,text,974
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_50/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_50/building.city.json,text,1009
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_53/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_53/building.city.json,text,1052
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_54/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_54/building.city.json,text,1075
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_55/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_55/building.city.json,text,1096
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_56/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_56/building.city.json,text,1119
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_58/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_58/building.city.json,text,1150
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_60/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_60/building.city.json,text,1181
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_61/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_61/building.city.json,text,1205
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_63/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_63/building.city.json,text,1236
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_64/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_64/building.city.json,text,1260
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_66/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_66/building.city.json,text,1291
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_71/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_71/building.city.json,text,1352
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_72/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_72/building.city.json,text,1375
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_73/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_73/building.city.json,text,1396
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_74/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_74/building.city.json,text,1419
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_75/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_75/building.city.json,text,1440
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_76/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_76/building.city.json,text,1461
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_78/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_78/building.city.json,text,1492
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_79/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_79/building.city.json,text,1513
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_80/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_80/building.city.json,text,1534
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_81/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_81/building.city.json,text,1555
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_82/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_82/building.city.json,text,1576
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_83/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_83/building.city.json,text,1597
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_84/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_84/building.city.json,text,1618
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_85/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_85/building.city.json,text,1641
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_87/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_87/building.city.json,text,1672
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_88/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_88/building.city.json,text,1693
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_89/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_89/building.city.json,text,1717
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_90/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_90/building.city.json,text,1738
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_92/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_92/building.city.json,text,1771
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_93/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_93/building.city.json,text,1794
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_94/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_94/building.city.json,text,1815
docs/experiments/citygml-readout/phase2_ablation_citygml/metrics/structure/stage3/stage3_summary.json,mentions_path,results/phase2_ablation_citygml/structure/stage3/building_95/building.city.json,no,results/phase2_ablation_citygml/structure/stage3/building_95/building.city.json,text,1836
