building_id,source_group,source_run,display_label,source_role,seed,replicate,pair_raw,source_badge,readout,z_shift_to_reference_m,complexity_lens,size_lens,texture_lens,observation_lens,label_lens,has_lod22,val3dity_valid,status,status_reason,rf_success,rf_pointcloud_unusable,roof_planes,status_rf_roof_planes,ref_roof_planes,match_count,completeness,correctness,mean_match_iou,ref_rms_m,ref_hausdorff_m,ref_distance_samples,rf_rmse_lod22,shell_bucket,ref_rms_tail,ref_rms_tail_fence_m,setting,run_name,arm,readout_min_obs,readout_voxel_m,readout_alpha,readout_sor,readout_sor_std
DEBY_LOD2_108247349,gs_dense,base__gs_e5_C001_s1fac_w100_p050_dense_reuse,base dense reuse,gs,dense,reuse,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,low,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,17.1294,base,gs_e5_C001_s1fac_w100_p050_dense_reuse,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_8568391,gs_dense,base__gs_e5_C001_s1fac_w240_p050_dense_r1,base dense r1,gs,dense,r1,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,low,무텍스처,mid,무텍스처,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,17.1294,base,gs_e5_C001_s1fac_w240_p050_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_8568392,gs_dense,base__gs_e5_C001_s1fac_w240_p050_dense_r1,base dense r1,gs,dense,r1,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,low,lowtex_high,mid,복합(소형+재질),false,true,failure,roofer_skip_no_3d_geometry,True,False,0,None,1,0,0.0000,,,,,0,,미조립,false,17.1294,base,gs_e5_C001_s1fac_w240_p050_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_108247349,gs_dense,base__gs_e5_C001_s1fac_w240_p005_dense_r1,base dense r1,gs,dense,r1,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,low,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,17.1294,base,gs_e5_C001_s1fac_w240_p005_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_108247350,gs_dense,base__gs_e5_C001_s1fac_w240_p005_dense_r1,base dense r1,gs,dense,r1,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,low,lowtex_mid,mid,복합(소형+가림),false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,17.1294,base,gs_e5_C001_s1fac_w240_p005_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_108247351,gs_dense,base__gs_e5_C001_s1fac_w240_p005_dense_r1,base dense r1,gs,dense,r1,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,low,복합(저조도+가림),mid,복합(저조도+가림),false,true,failure,missing_lod22_geometry,True,False,0,1,1,0,0.0000,,,,,0,0.000000,미조립,false,17.1294,base,gs_e5_C001_s1fac_w240_p005_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907184,gs_dense,base__gs_e5_C001_s1fac_w240_p005_dense_r1,base dense r1,gs,dense,r1,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,high,high,not_reviewed,high,none,true,true,success,success,True,False,8,33,4,4,1.0000,0.5000,0.6902,0.6452,2.4821,1346,0.360608,조립,false,17.1294,base,gs_e5_C001_s1fac_w240_p005_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907185,gs_dense,base__gs_e5_C001_s1fac_w240_p005_dense_r1,base dense r1,gs,dense,r1,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,mid,not_reviewed,high,none,true,true,success,success,True,False,2,9,2,2,1.0000,1.0000,0.3304,4.2267,7.3757,645,0.514657,조립,false,17.1294,base,gs_e5_C001_s1fac_w240_p005_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907186,gs_dense,base__gs_e5_C001_s1fac_w240_p005_dense_r1,base dense r1,gs,dense,r1,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,mid,not_reviewed,mid,none,true,false,failure,val3dity_invalid,True,False,2,3,2,1,0.5000,0.5000,0.4769,5.5680,15.0045,674,0.504964,무효·붕괴,false,17.1294,base,gs_e5_C001_s1fac_w240_p005_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907188,gs_dense,base__gs_e5_C001_s1fac_w240_p005_dense_r1,base dense r1,gs,dense,r1,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,mid,not_reviewed,low,none,true,false,failure,val3dity_invalid,True,False,1,1,2,0,0.0000,0.0000,,11.7910,24.5825,664,0.912348,무효·붕괴,false,17.1294,base,gs_e5_C001_s1fac_w240_p005_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907194,gs_dense,base__gs_e5_C001_s1fac_w240_p005_dense_r1,base dense r1,gs,dense,r1,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,mid,not_reviewed,low,none,true,false,failure,val3dity_invalid,True,False,1,2,2,0,0.0000,0.0000,,16.8463,32.6695,850,0.269908,무효·붕괴,false,17.1294,base,gs_e5_C001_s1fac_w240_p005_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907195,gs_dense,base__gs_e5_C001_s1fac_w240_p005_dense_r1,base dense r1,gs,dense,r1,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,mid,not_reviewed,low,none,true,true,success,success,True,False,1,2,2,0,0.0000,0.0000,,9.1568,19.6992,710,0.297593,조립,false,17.1294,base,gs_e5_C001_s1fac_w240_p005_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907198,gs_dense,base__gs_e5_C001_s1fac_w240_p005_dense_r1,base dense r1,gs,dense,r1,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,high,high,not_reviewed,mid,none,true,false,failure,val3dity_invalid,True,False,2,6,4,2,0.5000,1.0000,0.1848,4.0485,8.6671,1212,0.365369,무효·붕괴,false,17.1294,base,gs_e5_C001_s1fac_w240_p005_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907199,gs_dense,base__gs_e5_C001_s1fac_w240_p005_dense_r1,base dense r1,gs,dense,r1,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,low,무텍스처,mid,무텍스처,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,17.1294,base,gs_e5_C001_s1fac_w240_p005_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907202,gs_dense,base__gs_e5_C001_s1fac_w240_p005_dense_r1,base dense r1,gs,dense,r1,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,mid,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,2,0,0.0000,,,,,0,,미조립,false,17.1294,base,gs_e5_C001_s1fac_w240_p005_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4908168,gs_dense,base__gs_e5_C001_s1fac_w240_p005_dense_r1,base dense r1,gs,dense,r1,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,low,not_reviewed,high,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,17.1294,base,gs_e5_C001_s1fac_w240_p005_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4908178,gs_dense,base__gs_e5_C001_s1fac_w240_p005_dense_r1,base dense r1,gs,dense,r1,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,low,not_reviewed,low,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,2,0,0.0000,,,,,0,,미조립,false,17.1294,base,gs_e5_C001_s1fac_w240_p005_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4908179,gs_dense,base__gs_e5_C001_s1fac_w240_p005_dense_r1,base dense r1,gs,dense,r1,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,low,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,17.1294,base,gs_e5_C001_s1fac_w240_p005_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_60098,gs_dense,base__gs_e5_C001_s1fac_w240_p005_dense_r1,base dense r1,gs,dense,r1,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,mid,not_reviewed,mid,none,true,true,success,success,True,False,1,3,2,1,0.5000,1.0000,0.5010,4.0372,9.5310,784,0.674095,조립,false,17.1294,base,gs_e5_C001_s1fac_w240_p005_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_8568391,gs_dense,base__gs_e5_C001_s1fac_w240_p005_dense_r1,base dense r1,gs,dense,r1,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,low,무텍스처,mid,무텍스처,true,false,failure,val3dity_invalid,True,False,1,2,1,0,0.0000,0.0000,,8.3131,16.1225,221,0.311717,무효·붕괴,false,17.1294,base,gs_e5_C001_s1fac_w240_p005_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_8568392,gs_dense,base__gs_e5_C001_s1fac_w240_p005_dense_r1,base dense r1,gs,dense,r1,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,low,lowtex_high,mid,복합(소형+재질),false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,17.1294,base,gs_e5_C001_s1fac_w240_p005_dense_r1,dense,3,0.05,0.5,on,2.0
